"feature","score","direction","type","gene","overall.rank","type.rank","direction.rank"
"cn.BSPH1",0.0900051933863046,"greater","cn","BSPH1",14898,7160,9019
"ge.PAX5",0.0900225747377099,"greater","ge","PAX5",14899,9460,9020
"ge.PEBP1",0.090035219849022,"greater","ge","PEBP1",14900,9461,9021
"cn.ACAD8",0.0900850707869756,"greater","cn","ACAD8",14901,7161,9022
"ge.PLA2G10",0.090116939898945,"less","ge","PLA2G10",14902,9462,7601
"ge.SLC46A3",0.0901242510026182,"greater","ge","SLC46A3",14903,9463,9023
"ge.DUOXA2",0.0901386269562914,"less","ge","DUOXA2",14904,9464,7602
"cn.SREK1",0.0901523171769835,"less","cn","SREK1",14905,7162,7603
"cn.HPSE2",0.0902160177780501,"less","cn","HPSE2",14906,7163,7604
"cn.TRABD2A",0.0902428170660097,"less","cn","TRABD2A",14907,7164,7605
"ge.SLC16A1",0.0902941577269993,"greater","ge","SLC16A1",14908,9465,9024
"cn.WAPL",0.0902958022191724,"less","cn","WAPL",14909,7165,7606
"cn.SLC35F2",0.0903248377489688,"greater","cn","SLC35F2",14910,7166,9025
"cn.DCUN1D4",0.0903370770703891,"greater","cn","DCUN1D4",14911,7167,9026
"cn.LDHAL6A",0.0903718692373414,"greater","cn","LDHAL6A",14912,7168,9027
"cn.TSG101",0.0903718692373414,"greater","cn","TSG101",14912,7169,9028
"cn.CALHM1",0.0904096818531089,"less","cn","CALHM1",14913,7170,7607
"ge.SIRPB1",0.0904170172308189,"greater","ge","SIRPB1",14914,9466,9029
"ge.PRKD3",0.0904640619008102,"greater","ge","PRKD3",14915,9467,9030
"cn.ALDH1A2",0.0904705328772955,"less","cn","ALDH1A2",14916,7171,7608
"cn.NEURL1",0.0904787558489298,"less","cn","NEURL1",14917,7172,7609
"ge.CPA6",0.090499984579156,"greater","ge","CPA6",14918,9468,9031
"ge.DCHS2",0.0905177364373218,"greater","ge","DCHS2",14919,9469,9032
"cn.HNF4G",0.0905500866438234,"greater","cn","HNF4G",14920,7173,9033
"cn.C17ORF100",0.0905688793655915,"less","cn","C17ORF100",14921,7174,7610
"cn.MED31",0.0905688793655915,"less","cn","MED31",14921,7175,7611
"cn.OR9K2",0.0906910387589186,"less","cn","OR9K2",14922,7176,7612
"ge.ADARB1",0.0907300289378464,"greater","ge","ADARB1",14923,9470,9034
"ge.RNF216",0.0907719219597365,"less","ge","RNF216",14924,9471,7613
"ge.CCNY",0.0908426891714333,"greater","ge","CCNY",14925,9472,9035
"ge.FMO2",0.0908553188862266,"greater","ge","FMO2",14926,9473,9036
"ge.WBP1L",0.0908707049937676,"less","ge","WBP1L",14927,9474,7614
"cn.PPIEL",0.0908797873732856,"greater","cn","PPIEL",14928,7177,9037
"ge.IRF2BP1",0.0909214943343112,"greater","ge","IRF2BP1",14929,9475,9038
"cn.BCL2L14",0.0909497640416316,"less","cn","BCL2L14",14930,7178,7615
"ge.NRTN",0.0909682024468336,"greater","ge","NRTN",14931,9476,9039
"cn.ZNF276",0.0909735192159135,"less","cn","ZNF276",14932,7179,7616
"cn.SORCS3",0.0909778571308428,"less","cn","SORCS3",14933,7180,7617
"cn.DCAF12L1",0.0910262008566542,"less","cn","DCAF12L1",14934,7181,7618
"cn.CCDC144NL",0.0910829038861884,"less","cn","CCDC144NL",14935,7182,7619
"ge.SERHL2",0.0910854071916491,"less","ge","SERHL2",14936,9477,7620
"ge.SEL1L",0.0910887298967486,"less","ge","SEL1L",14937,9478,7621
"cn.AKAP13",0.0911042549608362,"less","cn","AKAP13",14938,7183,7622
"ge.OSBPL2",0.0911377499591298,"less","ge","OSBPL2",14939,9479,7623
"cn.PABPC4",0.0911754609135784,"greater","cn","PABPC4",14940,7184,9040
"cn.SNORA55",0.0911754609135784,"greater","cn","SNORA55",14940,7185,9041
"ge.FGD5",0.0912235718506102,"greater","ge","FGD5",14941,9480,9042
"ge.SULT1A2",0.091244072654236,"less","ge","SULT1A2",14942,9481,7624
"ge.GH2",0.0912495459184405,"less","ge","GH2",14943,9482,7625
"ge.ANO7",0.0912520727163527,"less","ge","ANO7",14944,9483,7626
"cn.BACE1",0.091268221697291,"greater","cn","BACE1",14945,7186,9043
"ge.LIPT1",0.09129106938137,"greater","ge","LIPT1",14946,9484,9044
"cn.SLC7A5P2",0.0913136440103716,"greater","cn","SLC7A5P2",14947,7187,9045
"ge.FMO3",0.0913390845557743,"less","ge","FMO3",14948,9485,7627
"ge.SSUH2",0.0914305125135287,"less","ge","SSUH2",14949,9486,7628
"ge.AFG3L2",0.0914354843827433,"greater","ge","AFG3L2",14950,9487,9046
"ge.ATP13A4",0.0914529124597553,"greater","ge","ATP13A4",14951,9488,9047
"cn.KRT85",0.0914678286374854,"less","cn","KRT85",14952,7188,7629
"ge.ZSCAN1",0.0914683693968886,"greater","ge","ZSCAN1",14953,9489,9048
"ge.OSCP1",0.0914815266833728,"less","ge","OSCP1",14954,9490,7630
"ge.ACOT13",0.0915109227546782,"less","ge","ACOT13",14955,9491,7631
"cn.KLHL6",0.0916286989302784,"less","cn","KLHL6",14956,7189,7632
"ge.PALM",0.0916414890137126,"greater","ge","PALM",14957,9492,9049
"ge.R3HDM2",0.0916436776646309,"greater","ge","R3HDM2",14958,9493,9050
"cn.CAP1",0.0916659126993629,"greater","cn","CAP1",14959,7190,9051
"cn.ABCB10",0.0916794743252829,"greater","cn","ABCB10",14960,7191,9052
"cn.ADAMTSL3",0.0916841558862287,"less","cn","ADAMTSL3",14961,7192,7633
"ge.POLR3E",0.0916845117150998,"greater","ge","POLR3E",14962,9494,9053
"ge.HLA.DQB2",0.0917187427500957,"greater","ge","HLA.DQB2",14963,9495,9054
"cn.OSGIN2",0.091760362698933,"greater","cn","OSGIN2",14964,7193,9055
"cn.SGCD",0.0918975019590715,"less","cn","SGCD",14965,7194,7634
"cn.CCNK",0.0919249683901172,"greater","cn","CCNK",14966,7195,9056
"cn.PARP8",0.0920151015041831,"less","cn","PARP8",14967,7196,7635
"ge.PYGM",0.0920596735897805,"greater","ge","PYGM",14968,9496,9057
"cn.CCDC85C",0.0920737485178612,"greater","cn","CCDC85C",14969,7197,9058
"ge.WIPI2",0.0921207628566487,"greater","ge","WIPI2",14970,9497,9059
"cn.AFG3L2",0.0921282524204714,"greater","cn","AFG3L2",14971,7198,9060
"cn.PRELID3A",0.0921282524204714,"greater","cn","PRELID3A",14971,7199,9061
"ge.SRGAP3",0.0922945834762883,"greater","ge","SRGAP3",14972,9498,9062
"cn.OR8D4",0.0923096474533697,"greater","cn","OR8D4",14973,7200,9063
"ge.TMEM168",0.0923126599234852,"less","ge","TMEM168",14974,9499,7636
"cn.GRID2",0.0923330799481914,"greater","cn","GRID2",14975,7201,9064
"ge.GLI1",0.0923582126095841,"less","ge","GLI1",14976,9500,7637
"cn.PMS1",0.0923668654162639,"less","cn","PMS1",14977,7202,7638
"cn.LCOR",0.0923723227037518,"less","cn","LCOR",14978,7203,7639
"cn.MIR607",0.0923723227037518,"less","cn","MIR607",14978,7204,7640
"ge.CUBN",0.0924003155809,"less","ge","CUBN",14979,9501,7641
"ge.ATRIP",0.0924179267186305,"greater","ge","ATRIP",14980,9502,9065
"cn.FAM149A",0.0924283834237877,"greater","cn","FAM149A",14981,7205,9066
"ge.AK7",0.0924315720071808,"greater","ge","AK7",14982,9503,9067
"cn.BAALC.AS2",0.0924434524145627,"greater","cn","BAALC.AS2",14983,7206,9068
"cn.FHAD1",0.0924782375424171,"greater","cn","FHAD1",14984,7207,9069
"ge.MARK2",0.0925001499022543,"greater","ge","MARK2",14985,9504,9070
"mu.NCOR2_Q510DUP",0.0925110669140574,"na","mu","NCOR2_Q510DUP",14986,9,10
"ge.FBXO4",0.092521134013085,"greater","ge","FBXO4",14987,9505,9071
"ge.BBS1",0.0925428797563711,"less","ge","BBS1",14988,9506,7642
"cn.SLC7A11",0.0925434470265629,"greater","cn","SLC7A11",14989,7208,9072
"cn.KCTD20",0.0925957871791054,"greater","cn","KCTD20",14990,7209,9073
"cn.RSPH6A",0.0926388786566704,"greater","cn","RSPH6A",14991,7210,9074
"cn.RHOBTB1",0.0926471412946722,"less","cn","RHOBTB1",14992,7211,7643
"ge.FAM234B",0.0926692655660143,"greater","ge","FAM234B",14993,9507,9075
"cn.SNTG1",0.0926719765980087,"greater","cn","SNTG1",14994,7212,9076
"ge.MRPS18B",0.0927559652121646,"less","ge","MRPS18B",14995,9508,7644
"cn.COL5A2",0.0927647236592489,"less","cn","COL5A2",14996,7213,7645
"ge.TAS2R7",0.0927826282456494,"greater","ge","TAS2R7",14997,9509,9077
"ge.WDR70",0.0928046881059905,"greater","ge","WDR70",14998,9510,9078
"cn.STAT5B",0.0928146236537265,"greater","cn","STAT5B",14999,7214,9079
"cn.SAMD8",0.0928400208428031,"less","cn","SAMD8",15000,7215,7646
"ge.ABCA13",0.0928402349293832,"less","ge","ABCA13",15001,9511,7647
"cn.SLC39A10",0.0928801109376086,"less","cn","SLC39A10",15002,7216,7648
"ge.TP53TG5",0.0929258490954058,"less","ge","TP53TG5",15003,9512,7649
"cn.E2F8",0.0929487216983309,"greater","cn","E2F8",15004,7217,9080
"cn.NDUFAB1",0.0930332854400118,"greater","cn","NDUFAB1",15005,7218,9081
"ge.TRDN",0.0930741027580974,"greater","ge","TRDN",15006,9513,9082
"cn.RPS17",0.0930767904010033,"less","cn","RPS17",15007,7219,7650
"ge.ZNF804B",0.0930868549529812,"greater","ge","ZNF804B",15008,9514,9083
"ge.RPH3A",0.0931045675664401,"greater","ge","RPH3A",15009,9515,9084
"cn.MS4A8",0.0931133728068572,"greater","cn","MS4A8",15010,7220,9085
"ge.YPEL3",0.0931204752292621,"greater","ge","YPEL3",15011,9516,9086
"cn.GLTSCR2",0.0931620072224098,"greater","cn","GLTSCR2",15012,7221,9087
"cn.TNIK",0.0931706377396322,"less","cn","TNIK",15013,7222,7651
"ge.RAP2B",0.0932189621053373,"less","ge","RAP2B",15014,9517,7652
"ge.PYM1",0.0932333246604357,"greater","ge","PYM1",15015,9518,9088
"ge.LILRP2",0.0932551713794325,"greater","ge","LILRP2",15016,9519,9089
"ge.MCOLN1",0.0932922447104996,"less","ge","MCOLN1",15017,9520,7653
"ge.OVOL1",0.093377527485809,"less","ge","OVOL1",15018,9521,7654
"cn.FOXL2",0.0933907309706945,"less","cn","FOXL2",15019,7223,7655
"cn.FOXL2NB",0.0933907309706945,"less","cn","FOXL2NB",15019,7224,7656
"cn.PRR23A",0.0933907309706945,"less","cn","PRR23A",15019,7225,7657
"cn.RAP2B",0.0933994337249682,"less","cn","RAP2B",15020,7226,7658
"cn.SLCO1B7",0.0934091232089138,"less","cn","SLCO1B7",15021,7227,7659
"ge.ABCA9",0.0934477434166247,"greater","ge","ABCA9",15022,9522,9090
"ge.SNAPC5",0.0934530147895736,"greater","ge","SNAPC5",15023,9523,9091
"ge.SPEF1",0.0934646439035815,"less","ge","SPEF1",15024,9524,7660
"cn.MIR1537",0.0934668773580244,"greater","cn","MIR1537",15025,7228,9092
"ge.UBR3",0.0934717884184118,"greater","ge","UBR3",15026,9525,9093
"cn.ANKS1A",0.0934799591736426,"greater","cn","ANKS1A",15027,7229,9094
"ge.PATL2",0.0934813436835593,"greater","ge","PATL2",15028,9526,9095
"ge.TAC3",0.0935706503430262,"greater","ge","TAC3",15029,9527,9096
"ge.PAPD5",0.0935825948253108,"less","ge","PAPD5",15030,9528,7661
"ge.OR10A3",0.0935924264437535,"greater","ge","OR10A3",15031,9529,9097
"ge.FAM189A1",0.0936219615764173,"greater","ge","FAM189A1",15032,9530,9098
"cn.CEP70",0.0936807088869736,"less","cn","CEP70",15033,7230,7662
"ge.KLK1",0.0937166742894489,"greater","ge","KLK1",15034,9531,9099
"cn.IL18",0.0937307998037046,"greater","cn","IL18",15035,7231,9100
"ge.LRSAM1",0.0937564404803626,"less","ge","LRSAM1",15036,9532,7663
"cn.USP53",0.0937637904621659,"greater","cn","USP53",15037,7232,9101
"cn.SH3PXD2A",0.0938367619948949,"less","cn","SH3PXD2A",15038,7233,7664
"cn.FAM89A",0.0938491469479495,"greater","cn","FAM89A",15039,7234,9102
"cn.MIR1182",0.0938491469479495,"greater","cn","MIR1182",15039,7235,9103
"ge.ATP2B1",0.0938536419916305,"less","ge","ATP2B1",15040,9533,7665
"cn.APOL1",0.0938638895108486,"greater","cn","APOL1",15041,7236,9104
"ge.RPUSD2",0.0939412078378099,"greater","ge","RPUSD2",15042,9534,9105
"ge.LRRC20",0.0939436345602871,"greater","ge","LRRC20",15043,9535,9106
"ge.INHBB",0.093969606811132,"less","ge","INHBB",15044,9536,7666
"cn.BLID",0.0939851762188181,"greater","cn","BLID",15045,7237,9107
"cn.NID1",0.0940098964506719,"greater","cn","NID1",15046,7238,9108
"ge.TRMT6",0.0940320382111331,"greater","ge","TRMT6",15047,9537,9109
"cn.FNIP2",0.0940322143011182,"greater","cn","FNIP2",15048,7239,9110
"ge.METAP1",0.0940662471029,"greater","ge","METAP1",15049,9538,9111
"cn.RNF38",0.0940665977054547,"greater","cn","RNF38",15050,7240,9112
"cn.SNORD23",0.0940744963258762,"greater","cn","SNORD23",15051,7241,9113
"cn.ANKAR",0.0940886549565898,"less","cn","ANKAR",15052,7242,7667
"cn.ASNSD1",0.0940886549565898,"less","cn","ASNSD1",15052,7243,7668
"ge.TMX1",0.0940904357779996,"greater","ge","TMX1",15053,9539,9114
"ge.TLN1",0.0941017085822884,"greater","ge","TLN1",15054,9540,9115
"mu.MAML2_Q665DEL",0.094105018714504,"na","mu","MAML2_Q665DEL",15055,10,11
"mu.MSH2_R711.",0.094105018714504,"na","mu","MSH2_R711.",15055,11,12
"mu.PAPPA_N165K",0.094105018714504,"na","mu","PAPPA_N165K",15055,12,13
"mu.TSSK4_T327DEL",0.094105018714504,"na","mu","TSSK4_T327DEL",15055,13,14
"mu.UBR5_R1907H",0.094105018714504,"na","mu","UBR5_R1907H",15055,14,15
"ge.TTLL9",0.0941321931061123,"greater","ge","TTLL9",15056,9541,9116
"cn.GATS",0.0941541058915665,"less","cn","GATS",15057,7244,7669
"cn.C11ORF57",0.0941912700290135,"greater","cn","C11ORF57",15058,7245,9117
"cn.SDHD",0.0941912700290135,"greater","cn","SDHD",15058,7246,9118
"cn.TIMM8B",0.0941912700290135,"greater","cn","TIMM8B",15058,7247,9119
"ge.ESRRB",0.0942046570030506,"greater","ge","ESRRB",15059,9542,9120
"ge.C19ORF60",0.0942624370296482,"greater","ge","C19ORF60",15060,9543,9121
"ge.ALOX12P2",0.0942700788079744,"less","ge","ALOX12P2",15061,9544,7670
"ge.ZNF16",0.0942794218263698,"greater","ge","ZNF16",15062,9545,9122
"ge.HSD17B4",0.0942807640371172,"less","ge","HSD17B4",15063,9546,7671
"cn.RNF217.AS1",0.0943106001687935,"greater","cn","RNF217.AS1",15064,7248,9123
"cn.KLHL13",0.0943139513056031,"less","cn","KLHL13",15065,7249,7672
"ge.SNX31",0.0943453043415638,"less","ge","SNX31",15066,9547,7673
"cn.CIDEA",0.0944095895580557,"greater","cn","CIDEA",15067,7250,9124
"ge.DUSP19",0.094413110957061,"greater","ge","DUSP19",15068,9548,9125
"ge.GTF3C2",0.0944345481797425,"greater","ge","GTF3C2",15069,9549,9126
"ge.LPCAT1",0.0944498725734081,"greater","ge","LPCAT1",15070,9550,9127
"ge.C2ORF54",0.0944586460455644,"less","ge","C2ORF54",15071,9551,7674
"cn.C3ORF38",0.094466519782426,"less","cn","C3ORF38",15072,7251,7675
"cn.ZNF654",0.094466519782426,"less","cn","ZNF654",15072,7252,7676
"cn.MANEA",0.0944811123625304,"greater","cn","MANEA",15073,7253,9128
"ge.PLAG1",0.0945290564622879,"greater","ge","PLAG1",15074,9552,9129
"ge.MANF",0.0945341562096761,"less","ge","MANF",15075,9553,7677
"cn.NAGLU",0.0945849312220738,"greater","cn","NAGLU",15076,7254,9130
"cn.ELMOD1",0.0946450194552379,"greater","cn","ELMOD1",15077,7255,9131
"ge.OR3A2",0.0947403524637688,"greater","ge","OR3A2",15078,9554,9132
"cn.TNFSF10",0.0948191217301968,"less","cn","TNFSF10",15079,7256,7678
"ge.PSEN1",0.094889980319311,"less","ge","PSEN1",15080,9555,7679
"ge.ABCC5",0.0949135688269916,"greater","ge","ABCC5",15081,9556,9133
"ge.PCDHA5",0.0949287656186613,"greater","ge","PCDHA5",15082,9557,9134
"ge.U2AF1L4",0.0949661465624141,"greater","ge","U2AF1L4",15083,9558,9135
"cn.NUDT8",0.0949845521923243,"less","cn","NUDT8",15084,7257,7680
"cn.PDE3B",0.095005044031326,"greater","cn","PDE3B",15085,7258,9136
"ge.PRKCI",0.0950138347021811,"less","ge","PRKCI",15086,9559,7681
"ge.PGM2",0.0950419477091651,"greater","ge","PGM2",15087,9560,9137
"ge.STIM1",0.0950619503175301,"greater","ge","STIM1",15088,9561,9138
"ge.C10ORF35",0.0951238492663316,"less","ge","C10ORF35",15089,9562,7682
"ge.LOXHD1",0.0951511371471977,"greater","ge","LOXHD1",15090,9563,9139
"ge.C12ORF56",0.0951914336592472,"less","ge","C12ORF56",15091,9564,7683
"ge.ADRA2A",0.0952109997290528,"greater","ge","ADRA2A",15092,9565,9140
"cn.SCN4B",0.0952176407598296,"greater","cn","SCN4B",15093,7259,9141
"cn.NDUFAF4",0.0952264477083527,"greater","cn","NDUFAF4",15094,7260,9142
"ge.COX7B2",0.0952556214880442,"less","ge","COX7B2",15095,9566,7684
"cn.CNP",0.0953458238724157,"greater","cn","CNP",15096,7261,9143
"cn.DNAJC7",0.0953458238724157,"greater","cn","DNAJC7",15096,7262,9144
"cn.NKIRAS2",0.0953458238724157,"greater","cn","NKIRAS2",15096,7263,9145
"ge.CROCC",0.095349828234085,"greater","ge","CROCC",15097,9567,9146
"cn.KIAA0753",0.0954091884019518,"less","cn","KIAA0753",15098,7264,7685
"cn.TXNDC17",0.0954091884019518,"less","cn","TXNDC17",15098,7265,7686
"ge.PLAA",0.0954425532174863,"greater","ge","PLAA",15099,9568,9147
"cn.ZNF503",0.0954785190341412,"less","cn","ZNF503",15100,7266,7687
"cn.ZNF503.AS2",0.0954785190341412,"less","cn","ZNF503.AS2",15100,7267,7688
"cn.STK40",0.0954864986934426,"greater","cn","STK40",15101,7268,9148
"cn.IPMK",0.0955185957053551,"less","cn","IPMK",15102,7269,7689
"cn.HAAO",0.0955228159491862,"less","cn","HAAO",15103,7270,7690
"cn.HEATR1",0.0955390660511366,"greater","cn","HEATR1",15104,7271,9149
"cn.LGALS8",0.0955390660511366,"greater","cn","LGALS8",15104,7272,9150
"ge.BMP8B",0.0955418694003384,"greater","ge","BMP8B",15105,9569,9151
"ge.RAB6A",0.0956981197280766,"greater","ge","RAB6A",15106,9570,9152
"ge.RPL38",0.0957319290134345,"greater","ge","RPL38",15107,9571,9153
"ge.TLN2",0.095733378091425,"less","ge","TLN2",15108,9572,7691
"ge.OTUB1",0.0957630547177295,"less","ge","OTUB1",15109,9573,7692
"cn.NARS2",0.0957653305208885,"greater","cn","NARS2",15110,7273,9154
"cn.CCSAP",0.0957941269682425,"greater","cn","CCSAP",15111,7274,9155
"cn.COPB1",0.0958313323908291,"greater","cn","COPB1",15112,7275,9156
"cn.FOXN2",0.0958577393869479,"less","cn","FOXN2",15113,7276,7693
"cn.SPINK2",0.0958923198611931,"greater","cn","SPINK2",15114,7277,9157
"cn.PSMB2",0.095956806010421,"greater","cn","PSMB2",15115,7278,9158
"cn.DENND1C",0.0959770679388229,"greater","cn","DENND1C",15116,7279,9159
"ge.PGD",0.0960521371388158,"greater","ge","PGD",15117,9574,9160
"cn.BST1",0.0960606732482446,"greater","cn","BST1",15118,7280,9161
"cn.CDK18",0.0960702305534612,"greater","cn","CDK18",15119,7281,9162
"cn.LRP6",0.0961318891194069,"less","cn","LRP6",15120,7282,7694
"ge.NOCT",0.0962044123226785,"less","ge","NOCT",15121,9575,7695
"ge.BUD31",0.0962113615894618,"less","ge","BUD31",15122,9576,7696
"cn.CRB3",0.0962185656612705,"greater","cn","CRB3",15123,7283,9163
"cn.MIR125B1",0.0962678549692325,"greater","cn","MIR125B1",15124,7284,9164
"ge.HPR",0.0962911953678887,"less","ge","HPR",15125,9577,7697
"ge.RNF111",0.0963431380818969,"greater","ge","RNF111",15126,9578,9165
"ge.GALT",0.0963635927850344,"greater","ge","GALT",15127,9579,9166
"ge.ING1",0.0963902676125862,"greater","ge","ING1",15128,9580,9167
"cn.OR2T27",0.0963912608484227,"greater","cn","OR2T27",15129,7285,9168
"ge.ZNF438",0.0964058345142093,"greater","ge","ZNF438",15130,9581,9169
"cn.RFX7",0.0964296226298828,"less","cn","RFX7",15131,7286,7698
"cn.MEMO1",0.0964339443722573,"less","cn","MEMO1",15132,7287,7699
"cn.TM9SF3",0.0964371196743614,"less","cn","TM9SF3",15133,7288,7700
"ge.AARS",0.0964458570385122,"less","ge","AARS",15134,9582,7701
"cn.REG1CP",0.0964527312191528,"less","cn","REG1CP",15135,7289,7702
"cn.REG3A",0.0964527312191528,"less","cn","REG3A",15135,7290,7703
"cn.C11ORF21",0.0965066862818529,"greater","cn","C11ORF21",15136,7291,9170
"cn.CD81",0.0965066862818529,"greater","cn","CD81",15136,7292,9171
"cn.TSPAN32",0.0965066862818529,"greater","cn","TSPAN32",15136,7293,9172
"cn.TSSC4",0.0965066862818529,"greater","cn","TSSC4",15136,7294,9173
"ge.PPT2",0.0966269997335314,"less","ge","PPT2",15137,9583,7704
"cn.TAF5L",0.0966573816613425,"greater","cn","TAF5L",15138,7295,9174
"cn.URB2",0.0966573816613425,"greater","cn","URB2",15138,7296,9175
"ge.ZCWPW1",0.0966575097613247,"greater","ge","ZCWPW1",15139,9584,9176
"cn.OR56B4",0.0966793305083403,"greater","cn","OR56B4",15140,7297,9177
"cn.SLC16A9",0.0966962011367447,"less","cn","SLC16A9",15141,7298,7705
"cn.AP4M1",0.0968323060801027,"less","cn","AP4M1",15142,7299,7706
"cn.MCM7",0.0968323060801027,"less","cn","MCM7",15142,7300,7707
"cn.MIR25",0.0968323060801027,"less","cn","MIR25",15142,7301,7708
"cn.MIR106B",0.0968323060801027,"less","cn","MIR106B",15142,7302,7709
"cn.MIR93",0.0968323060801027,"less","cn","MIR93",15142,7303,7710
"cn.CDHR1",0.0968550892771697,"less","cn","CDHR1",15143,7304,7711
"cn.LRIT1",0.0968550892771697,"less","cn","LRIT1",15143,7305,7712
"cn.LRIT2",0.0968550892771697,"less","cn","LRIT2",15143,7306,7713
"ge.TXN2",0.0968634829300573,"greater","ge","TXN2",15144,9585,9178
"ge.KRTAP13.1",0.0969221257931001,"greater","ge","KRTAP13.1",15145,9586,9179
"ge.C19ORF44",0.0969784258591381,"greater","ge","C19ORF44",15146,9587,9180
"ge.SORL1",0.0969855099037215,"greater","ge","SORL1",15147,9588,9181
"ge.ACAA1",0.0969914275735638,"less","ge","ACAA1",15148,9589,7714
"cn.BTNL3",0.0970014959361891,"less","cn","BTNL3",15149,7307,7715
"cn.TECTA",0.0970210634577702,"greater","cn","TECTA",15150,7308,9182
"cn.MAGEC3",0.0970587007317298,"less","cn","MAGEC3",15151,7309,7716
"ge.BHLHE23",0.0970793395821958,"greater","ge","BHLHE23",15152,9590,9183
"cn.C1QL4",0.0970887978942506,"less","cn","C1QL4",15153,7310,7717
"cn.DNAJC22",0.0970887978942506,"less","cn","DNAJC22",15153,7311,7718
"cn.TROAP",0.0970887978942506,"less","cn","TROAP",15153,7312,7719
"ge.CNTNAP4",0.0971055569582305,"greater","ge","CNTNAP4",15154,9591,9184
"cn.ANKRD46",0.0971791886679726,"greater","cn","ANKRD46",15155,7313,9185
"cn.TMEM51.AS1",0.0971938441799522,"greater","cn","TMEM51.AS1",15156,7314,9186
"cn.VCX3B",0.0972514811218813,"greater","cn","VCX3B",15157,7315,9187
"cn.PRPH",0.0974017569139393,"less","cn","PRPH",15158,7316,7720
"cn.HAPLN1",0.0974396452839021,"less","cn","HAPLN1",15159,7317,7721
"ge.PPM1G",0.0974581919841831,"greater","ge","PPM1G",15160,9592,9188
"ge.NEK4",0.0974594075756156,"greater","ge","NEK4",15161,9593,9189
"ge.CACNG4",0.0974721628109706,"less","ge","CACNG4",15162,9594,7722
"ge.MCRS1",0.0975034605892365,"greater","ge","MCRS1",15163,9595,9190
"ge.GRAMD2",0.0975055920638575,"less","ge","GRAMD2",15164,9596,7723
"ge.TBR1",0.0975067473592407,"greater","ge","TBR1",15165,9597,9191
"cn.PADI4",0.0975580398534551,"greater","cn","PADI4",15166,7318,9192
"cn.ASCL2",0.0976103409105606,"greater","cn","ASCL2",15167,7319,9193
"ge.MMP7",0.0976152036994081,"less","ge","MMP7",15168,9598,7724
"cn.TRIM16",0.0976351656027983,"less","cn","TRIM16",15169,7320,7725
"ge.OGG1",0.0976809834087187,"greater","ge","OGG1",15170,9599,9194
"ge.GUCA1B",0.0977142009340236,"greater","ge","GUCA1B",15171,9600,9195
"cn.LDHB",0.0977324178285831,"less","cn","LDHB",15172,7321,7726
"cn.BUD31",0.0977740466195559,"less","cn","BUD31",15173,7322,7727
"cn.CPSF4",0.0977740466195559,"less","cn","CPSF4",15173,7323,7728
